Global Code,Global Name,Region Code,Region Name,Sub-region Code,Sub-region Name,Intermediate Region Code,Intermediate Region Name,Common Name,Official Name,Capital,Territory of,M49 Code,ISO-alpha3 Code,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Developed / Developing Countries
1,World,150,Europe,155,Western Europe,,,Belgium,Kingdom of Belgium,Brussels,,56,BEL,,,,Developed
1,World,150,Europe,155,Western Europe,,,France,French Republic,Paris,,250,FRA,,,,Developed
1,World,150,Europe,155,Western Europe,,,Germany,Federal Republic of Germany,Berlin,,276,DEU,,,,Developed
1,World,150,Europe,155,Western Europe,,,Liechtenstein,Principality of Liechtenstein,Vaduz,,438,LIE,,,,Developed
1,World,150,Europe,155,Western Europe,,,Luxembourg,Grand Duchy of Luxembourg,Luxembourg City,,442,LUX,,,,Developed
1,World,150,Europe,155,Western Europe,,,Monaco,Principality of Monaco,Monaco,,492,MCO,,,,Developed
1,World,150,Europe,155,Western Europe,,,Netherlands,Kingdom of the Netherlands,Amsterdam,,528,NLD,,,,Developed
1,World,150,Europe,155,Western Europe,,,Switzerland,Swiss Confederation,Bern,,756,CHE,,,,Developed
1,World,9,Oceania,53,Australia and New Zealand,,,Australia,Commonwealth of Australia,Canberra,,36,AUS,,,,Developed
1,World,9,Oceania,53,Australia and New Zealand,,,Christmas Island,Territory of Christmas Island,Flying Fish Cove,Australia,162,CXR,,,,Developed
1,World,9,Oceania,53,Australia and New Zealand,,,Cocos (Keeling) Islands,Territory of Cocos (Keeling) Islands,West Island,Australia,166,CCK,,,,Developed
1,World,9,Oceania,53,Australia and New Zealand,,,Heard and McDonald Islands,Territory of Heard and McDonald Islands,,,334,HMD,,,,Developed
1,World,9,Oceania,53,Australia and New Zealand,,,New Zealand,New Zealand,Wellington,,554,NZL,,,,Developed
1,World,9,Oceania,53,Australia and New Zealand,,,Norfolk Island,Territory of Norfolk Island,Kingston,Australia,574,NFK,,,,Developed
1,World,9,Oceania,54,Melanesia,,,Fiji,Republic of Fiji,Suva,,242,FJI,,,x,Developing
1,World,9,Oceania,54,Melanesia,,,New Caledonia,New Caledonia,Nouméa,France,540,NCL,,,x,Developing
1,World,9,Oceania,54,Melanesia,,,Papua New Guinea,Independent State of Papua New Guinea,Port Moresby,,598,PNG,,,x,Developing
1,World,9,Oceania,54,Melanesia,,,Solomon Islands,Solomon Islands,Honiara,,90,SLB,x,,x,Developing
1,World,9,Oceania,54,Melanesia,,,Vanuatu,Republic of Vanuatu,Port Vila,,548,VUT,x,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Guam,Territory of Guam,Hagåtña,United States,316,GUM,,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Kiribati,Republic of Kiribati,Tarawa,,296,KIR,x,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Marshall Islands,Republic of the Marshall Islands,Majuro,United States,584,MHL,,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Micronesia,Federated States of Micronesia,Palikir,United States,583,FSM,,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Nauru,Republic of Nauru,Yaren,,520,NRU,,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,Saipan,United States,580,MNP,,,x,Developing
1,World,9,Oceania,57,Micronesia,,,Palau,Commonwealth of the Northern Mariana Islands,Ngerulmud,United States,585,PLW,,,x,Developing
1,World,9,Oceania,57,Micronesia,,,United States Minor Outlying Islands,United States Minor Outlying Islands,,United States,581,UMI,,,,Developing
1,World,9,Oceania,61,Polynesia,,,American Samoa,Territory of American Samoa,Pago Pago,United States,16,ASM,,,x,Developing
1,World,9,Oceania,61,Polynesia,,,Cook Islands,Cook Islands,Avarua,New Zealand,184,COK,,,x,Developing
1,World,9,Oceania,61,Polynesia,,,French Polynesia,French Polynesia,Papeete,France,258,PYF,,,x,Developing
1,World,9,Oceania,61,Polynesia,,,Niue,Niue,Alofi,New Zealand,570,NIU,,,x,Developing
1,World,9,Oceania,61,Polynesia,,,Pitcairn,"Pitcairn, Henderson, Ducie and Oeno Islands",Adamstown,United Kingdom,612,PCN,,,,Developing
1,World,9,Oceania,61,Polynesia,,,Samoa,Independent State of Samoa,Apia,,882,WSM,,,x,Developing
1,World,9,Oceania,61,Polynesia,,,Tokelau,Tokelau,Nukunonu,New Zealand,772,TKL,,,,Developing
1,World,9,Oceania,61,Polynesia,,,Tonga,Kingdom of Tonga,Nuku'alofa,,776,TON,,,x,Developing
1,World,9,Oceania,61,Polynesia,,,Tuvalu,Ellice Islands,Funafuti,,798,TUV,x,,x,Developing
1,World,9,Oceania,61,Polynesia,,,Wallis and Futuna Islands,Territory of the Wallis and Futuna Islands,Mata Utu,France,876,WLF,,,,Developing
